学生番号,年度,学期,科目名,単位数,成績,GP, , 
21011,2022,前期,計算機構成論Ⅱ,2,A,3,,
21011,2022,前期,情報処理技術Ⅰ,2,B,2,,
21011,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21011,2022,前期,情報理論・確率論,2,B,2,,
21011,2022,前期,離散数学Ⅲ,2,S,4,,
21011,2022,前期,日本語表現法,2,A,3,,
21011,2022,前期,微分積分Ⅱ,2,B,2,,
21011,2022,前期,組込みソフトウェア演習,2,S,4,,
21011,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21011,2022,前期,ＡＩプログラミング演習,2,A,3,,
21011,2022,後期,離散数学Ⅳ,2,B,2,,
21011,2022,後期,コンピュータネットワーク,2,C,1,,
21011,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21011,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21011,2022,後期,Reading & WritingⅣ,1,A,3,,
21011,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21011,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21011,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21011,2022,後期,技術者倫理,2,S,4,,
21011,2022,後期,統計学,2,A,3,,
21011,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21011,2021,前期,キャリア形成基礎論,2,C,1,,
21011,2021,前期,Reading & WritingⅠ,1,A,3,,
21011,2021,前期,Listening & SpeakingⅠ,1,S,4,,
21011,2021,前期,基礎ゼミナール,2,A,3,,
21011,2021,前期,情報リテラシー,2,S,4,,
21011,2021,前期,プログラミング入門,2,S,4,,
21011,2021,前期,基礎数学,2,A,3,,
21011,2021,前期,線形代数Ⅰ,2,S,4,,
21011,2021,前期,離散数学Ⅰ,2,C,1,,
21011,2021,前期,数理的教養Ⅰ,2,S,4,,
21011,2021,前期,総合講座Ａ,2,S,4,,
21011,2021,前期,中国語会話Ⅰ,1,B,2,,
21011,2021,前期,地理の世界,2,B,2,,
21011,2021,前期,電気工学概論,2,A,3,,
21011,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21011,2021,後期,Reading & WritingⅡ,1,A,3,,
21011,2021,後期,Listening & SpeakingⅡ,1,S,4,,
21011,2021,後期,情報科学基礎演習,2,S,4,,
21011,2021,後期,計算機構成論Ⅰ,2,C,1,,
21011,2021,後期,線形代数Ⅱ,2,S,4,,
21011,2021,後期,微分積分Ⅰ,2,C,1,,
21011,2021,後期,基礎物理,2,C,1,,
21011,2021,後期,離散数学Ⅱ,2,S,4,,
21011,2021,後期,数理的教養Ⅱ,2,S,4,,
21011,2021,後期,中国語会話Ⅱ,1,C,1,,
21011,2021,後期,モバイルプログラミング演習,2,S,4,,
21012,2022,前期,Reading & WritingⅢ,1,A,3,,
21012,2022,前期,Listening & SpeakingⅢ,1,A,3,,
21012,2022,前期,計算機構成論Ⅱ,2,A,3,,
21012,2022,前期,情報処理技術Ⅰ,2,B,2,,
21012,2022,前期,ハードウェア設計Ⅰ,2,C,1,,
21012,2022,前期,離散数学Ⅲ,2,S,4,,
21012,2022,前期,微分積分Ⅱ,2,A,3,,
21012,2022,前期,物理学,2,A,3,,
21012,2022,前期,文化人類学,2,B,2,,
21012,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21012,2022,前期,確率統計,2,C,1,,
21012,2022,前期,ＡＩプログラミング演習,2,B,2,,
21012,2022,後期,離散数学Ⅳ,2,C,1,,
21012,2022,後期,コンピュータネットワーク,2,D,0,,
21012,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21012,2022,後期,Reading & WritingⅣ,1,A,3,,
21012,2022,後期,Listening & SpeakingⅣ,1,A,3,,
21012,2022,後期,モデリングとシミュレーション,2,A,3,,
21012,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21012,2022,後期,ハードウェア実験Ⅰ,2,E,0,,
21012,2022,後期,統計学,2,A,3,,
21012,2022,後期,日本国憲法,2,B,2,,
21012,2022,後期,微分方程式,2,C,1,,
21012,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21012,2021,前期,キャリア形成基礎論,2,C,1,,
21012,2021,前期,Reading & WritingⅠ,1,B,2,,
21012,2021,前期,Listening & SpeakingⅠ,1,B,2,,
21012,2021,前期,基礎ゼミナール,2,C,1,,
21012,2021,前期,情報リテラシー,2,A,3,,
21012,2021,前期,プログラミング入門,2,A,3,,
21012,2021,前期,基礎数学,2,A,3,,
21012,2021,前期,線形代数Ⅰ,2,B,2,,
21012,2021,前期,中国語Ⅰ,1,A,3,,
21012,2021,前期,離散数学Ⅰ,2,A,3,,
21012,2021,前期,数理的教養Ⅰ,2,S,4,,
21012,2021,前期,実用国語Ⅱ（国語力）,2,C,1,,
21012,2021,前期,中国語会話Ⅰ,1,A,3,,
21012,2021,後期,プログラミング基礎Ⅰ,2,A,3,,
21012,2021,後期,Reading & WritingⅡ,1,B,2,,
21012,2021,後期,Listening & SpeakingⅡ,1,B,2,,
21012,2021,後期,情報科学基礎演習,2,A,3,,
21012,2021,後期,計算機構成論Ⅰ,2,B,2,,
21012,2021,後期,線形代数Ⅱ,2,B,2,,
21012,2021,後期,微分積分Ⅰ,2,S,4,,
21012,2021,後期,基礎物理,2,C,1,,
21012,2021,後期,離散数学Ⅱ,2,A,3,,
21012,2021,後期,世界の歴史,2,D,0,,
21012,2021,後期,機械工学概論,2,A,3,,
21012,2021,後期,モバイルプログラミング演習,2,A,3,,
21013,2022,前期,Reading & WritingⅢ,1,S,4,,
21013,2022,前期,Listening & SpeakingⅢ,1,S,4,,
21013,2022,前期,計算機構成論Ⅱ,2,A,3,,
21013,2022,前期,情報処理技術Ⅰ,2,B,2,,
21013,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21013,2022,前期,情報理論・確率論,2,S,4,,
21013,2022,前期,離散数学Ⅲ,2,S,4,,
21013,2022,前期,日本語表現法,2,B,2,,
21013,2022,前期,微分積分Ⅱ,2,A,3,,
21013,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21013,2022,前期,確率統計,2,A,3,,
21013,2022,前期,ＡＩプログラミング演習,2,A,3,,
21013,2022,後期,グラフィックスプログラミング演習,2,B,2,,
21013,2022,後期,離散数学Ⅳ,2,A,3,,
21013,2022,後期,コンピュータネットワーク,2,B,2,,
21013,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21013,2022,後期,プログラミング言語とコンパイラ,2,B,2,,
21013,2022,後期,Reading & WritingⅣ,1,S,4,,
21013,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21013,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21013,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21013,2022,後期,技術者倫理,2,S,4,,
21013,2022,後期,統計学,2,A,3,,
21013,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21013,2021,前期,キャリア形成基礎論,2,B,2,,
21013,2021,前期,スポーツ科学演習,2,S,4,,
21013,2021,前期,フランス語Ⅰ,1,A,3,,
21013,2021,前期,Reading & WritingⅠ,1,S,4,,
21013,2021,前期,Listening & SpeakingⅠ,1,A,3,,
21013,2021,前期,基礎ゼミナール,2,S,4,,
21013,2021,前期,情報リテラシー,2,S,4,,
21013,2021,前期,プログラミング入門,2,S,4,,
21013,2021,前期,基礎数学,2,S,4,,
21013,2021,前期,線形代数Ⅰ,2,S,4,,
21013,2021,前期,離散数学Ⅰ,2,A,3,,
21013,2021,前期,実用国語Ⅱ（国語力）,2,A,3,,
21013,2021,前期,フランス語会話Ⅰ,1,S,4,,
21013,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21013,2021,後期,Reading & WritingⅡ,1,S,4,,
21013,2021,後期,Listening & SpeakingⅡ,1,S,4,,
21013,2021,後期,情報科学基礎演習,2,B,2,,
21013,2021,後期,計算機構成論Ⅰ,2,A,3,,
21013,2021,後期,線形代数Ⅱ,2,S,4,,
21013,2021,後期,微分積分Ⅰ,2,S,4,,
21013,2021,後期,基礎物理,2,B,2,,
21013,2021,後期,離散数学Ⅱ,2,A,3,,
21013,2021,後期,数理的教養Ⅰ,2,A,3,,
21013,2021,後期,数理的教養Ⅱ,2,S,4,,
21013,2021,後期,モバイルプログラミング演習,2,A,3,,
21014,2022,前期,ゲームプログラミング演習,2,S,4,,
21014,2022,前期,Reading & WritingⅢ,1,B,2,,
21014,2022,前期,Listening & SpeakingⅢ,1,S,4,,
21014,2022,前期,計算機構成論Ⅱ,2,A,3,,
21014,2022,前期,情報処理技術Ⅰ,2,A,3,,
21014,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21014,2022,前期,中国語Ⅰ,1,A,3,,
21014,2022,前期,離散数学Ⅲ,2,S,4,,
21014,2022,前期,日本語表現法,2,A,3,,
21014,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21014,2022,前期,ＡＩプログラミング演習,2,S,4,,
21014,2022,後期,グラフィックスプログラミング演習,2,A,3,,
21014,2022,後期,離散数学Ⅳ,2,S,4,,
21014,2022,後期,コンピュータグラフィックス基礎,2,B,2,,
21014,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21014,2022,後期,Reading & WritingⅣ,1,S,4,,
21014,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21014,2022,後期,ハードウェア設計Ⅱ,2,S,4,,
21014,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21014,2022,後期,基礎物理,2,C,1,,
21014,2022,後期,法学,2,S,4,,
21014,2022,後期,情報処理技術Ⅱ,2,S,4,,
21014,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21014,2021,前期,キャリア形成基礎論,2,C,1,,
21014,2021,前期,Reading & WritingⅠ,1,A,3,,
21014,2021,前期,Listening & SpeakingⅠ,1,A,3,,
21014,2021,前期,基礎ゼミナール,2,S,4,,
21014,2021,前期,現代の政治,2,S,4,,
21014,2021,前期,情報リテラシー,2,S,4,,
21014,2021,前期,プログラミング入門,2,S,4,,
21014,2021,前期,基礎数学,2,B,2,,
21014,2021,前期,線形代数Ⅰ,2,S,4,,
21014,2021,前期,美学・美術史,2,S,4,,
21014,2021,前期,離散数学Ⅰ,2,B,2,,
21014,2021,前期,数理的教養Ⅰ,2,S,4,,
21014,2021,後期,スポーツ科学演習,2,S,4,,
21014,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21014,2021,後期,Reading & WritingⅡ,1,A,3,,
21014,2021,後期,Listening & SpeakingⅡ,1,A,3,,
21014,2021,後期,情報科学基礎演習,2,S,4,,
21014,2021,後期,教養講座,2,S,4,,
21014,2021,後期,計算機構成論Ⅰ,2,A,3,,
21014,2021,後期,線形代数Ⅱ,2,S,4,,
21014,2021,後期,離散数学Ⅱ,2,S,4,,
21014,2021,後期,数理的教養Ⅱ,2,A,3,,
21014,2021,後期,実用国語Ⅰ（文章力）,2,S,4,,
21014,2021,後期,モバイルプログラミング演習,2,S,4,,
21015,2022,前期,Reading & WritingⅢ,1,C,1,,
21015,2022,前期,Listening & SpeakingⅢ,1,C,1,,
21015,2022,前期,計算機構成論Ⅱ,2,C,1,,
21015,2022,前期,ハードウェア設計Ⅰ,2,B,2,,
21015,2022,前期,情報理論・確率論,2,E,0,,
21015,2022,前期,離散数学Ⅲ,2,A,3,,
21015,2022,前期,日本語表現法,2,E,0,,
21015,2022,前期,微分積分Ⅱ,2,C,1,,
21015,2022,前期,数理的教養Ⅱ,2,C,1,,
21015,2022,前期,組込みソフトウェア演習,2,E,0,,
21015,2022,前期,プログラミング基礎Ⅱ,2,A,3,,
21015,2022,前期,ＡＩプログラミング演習,2,B,2,,
21015,2022,後期,離散数学Ⅳ,2,C,1,,
21015,2022,後期,コンピュータネットワーク,2,E,0,,
21015,2022,後期,データ構造とアルゴリズムⅠ,2,B,2,,
21015,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21015,2022,後期,Reading & WritingⅣ,1,C,1,,
21015,2022,後期,Listening & SpeakingⅣ,1,C,1,,
21015,2022,後期,ハードウェア設計Ⅱ,2,D,0,,
21015,2022,後期,ハードウェア実験Ⅰ,2,E,0,,
21015,2022,後期,技術者倫理,2,B,2,,
21015,2022,後期,統計学,2,B,2,,
21015,2022,後期,数理的教養Ⅲ,2,E,0,,
21015,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21015,2021,前期,キャリア形成基礎論,2,E,0,,
21015,2021,前期,Reading & WritingⅠ,1,B,2,,
21015,2021,前期,Listening & SpeakingⅠ,1,C,1,,
21015,2021,前期,科学・技術史,2,B,2,,
21015,2021,前期,基礎ゼミナール,2,S,4,,
21015,2021,前期,情報リテラシー,2,S,4,,
21015,2021,前期,プログラミング入門,2,S,4,,
21015,2021,前期,基礎数学,2,A,3,,
21015,2021,前期,線形代数Ⅰ,2,S,4,,
21015,2021,前期,離散数学Ⅰ,2,C,1,,
21015,2021,前期,実用国語Ⅱ（国語力）,2,A,3,,
21015,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21015,2021,後期,Reading & WritingⅡ,1,B,2,,
21015,2021,後期,Listening & SpeakingⅡ,1,C,1,,
21015,2021,後期,情報科学基礎演習,2,S,4,,
21015,2021,後期,計算機構成論Ⅰ,2,B,2,,
21015,2021,後期,線形代数Ⅱ,2,A,3,,
21015,2021,後期,中国語Ⅰ,1,C,1,,
21015,2021,後期,微分積分Ⅰ,2,B,2,,
21015,2021,後期,基礎物理,2,C,1,,
21015,2021,後期,離散数学Ⅱ,2,A,3,,
21015,2021,後期,数理的教養Ⅰ,2,A,3,,
21015,2021,後期,解析幾何学,2,C,1,,
21015,2021,後期,モバイルプログラミング演習,2,A,3,,
21016,2022,前期,ゲームプログラミング演習,2,S,4,,
21016,2022,前期,Reading & WritingⅢ,1,B,2,,
21016,2022,前期,Listening & SpeakingⅢ,1,A,3,,
21016,2022,前期,計算機構成論Ⅱ,2,D,0,,
21016,2022,前期,現代自然科学,2,S,4,,
21016,2022,前期,情報処理技術Ⅰ,2,C,1,,
21016,2022,前期,ハードウェア設計Ⅰ,2,B,2,,
21016,2022,前期,情報理論・確率論,2,E,0,,
21016,2022,前期,日本語表現法,2,C,1,,
21016,2022,前期,微分積分Ⅱ,2,E,0,,
21016,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21016,2022,前期,確率統計,2,B,2,,
21016,2022,前期,ＡＩプログラミング演習,2,A,3,,
21016,2022,後期,コンピュータグラフィックス基礎,2,D,0,,
21016,2022,後期,データ構造とアルゴリズムⅠ,2,B,2,,
21016,2022,後期,プログラミング言語とコンパイラ,2,A,3,,
21016,2022,後期,Reading & WritingⅣ,1,D,0,,
21016,2022,後期,Listening & SpeakingⅡ,1,D,0,,
21016,2022,後期,Listening & SpeakingⅣ,1,B,2,,
21016,2022,後期,計算機構成論Ⅰ,2,A,3,,
21016,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21016,2022,後期,ハードウェア実験Ⅰ,2,A,3,,
21016,2022,後期,技術者倫理,2,S,4,,
21016,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21016,2021,前期,キャリア形成基礎論,2,C,1,,
21016,2021,前期,スポーツ科学演習,2,B,2,,
21016,2021,前期,Reading & WritingⅠ,1,B,2,,
21016,2021,前期,Listening & SpeakingⅠ,1,C,1,,
21016,2021,前期,基礎ゼミナール,2,S,4,,
21016,2021,前期,情報リテラシー,2,S,4,,
21016,2021,前期,プログラミング入門,2,S,4,,
21016,2021,前期,基礎数学,2,A,3,,
21016,2021,前期,線形代数Ⅰ,2,B,2,,
21016,2021,前期,中国語Ⅰ,1,B,2,,
21016,2021,前期,離散数学Ⅰ,2,C,1,,
21016,2021,前期,実用国語Ⅱ（国語力）,2,B,2,,
21016,2021,前期,中国語会話Ⅰ,1,B,2,,
21016,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21016,2021,後期,Reading & WritingⅡ,1,A,3,,
21016,2021,後期,Listening & SpeakingⅡ,1,D,0,,
21016,2021,後期,情報科学基礎演習,2,S,4,,
21016,2021,後期,計算機構成論Ⅰ,2,D,0,,
21016,2021,後期,線形代数Ⅱ,2,D,0,,
21016,2021,後期,日本国憲法,2,C,1,,
21016,2021,後期,微分積分Ⅰ,2,C,1,,
21016,2021,後期,基礎物理,2,C,1,,
21016,2021,後期,数理的教養Ⅰ,2,A,3,,
21016,2021,後期,実践力育成演習Ｂ,2,B,2,,
21016,2021,後期,モバイルプログラミング演習,2,A,3,,
21017,2022,前期,ゲームプログラミング演習,2,S,4,,
21017,2022,前期,Reading & WritingⅢ,1,B,2,,
21017,2022,前期,Listening & SpeakingⅢ,1,C,1,,
21017,2022,前期,計算機構成論Ⅱ,2,A,3,,
21017,2022,前期,情報処理技術Ⅰ,2,A,3,,
21017,2022,前期,ハードウェア設計Ⅰ,2,A,3,,
21017,2022,前期,心理学概説,2,B,2,,
21017,2022,前期,文学の世界,2,S,4,,
21017,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21017,2022,前期,確率統計,2,A,3,,
21017,2022,前期,ＡＩプログラミング演習,2,B,2,,
21017,2022,後期,グラフィックスプログラミング演習,2,B,2,,
21017,2022,後期,コンピュータグラフィックス基礎,2,B,2,,
21017,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21017,2022,後期,Reading & WritingⅣ,1,B,2,,
21017,2022,後期,Listening & SpeakingⅣ,1,A,3,,
21017,2022,後期,初等幾何学,2,B,2,,
21017,2022,後期,ハードウェア設計Ⅱ,2,S,4,,
21017,2022,後期,ハードウェア実験Ⅰ,2,E,0,,
21017,2022,後期,中国語Ⅱ,1,S,4,,
21017,2022,後期,統計学,2,A,3,,
21017,2022,後期,情報処理技術Ⅱ,2,B,2,,
21017,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21017,2021,前期,キャリア形成基礎論,2,C,1,,
21017,2021,前期,Reading & WritingⅠ,1,B,2,,
21017,2021,前期,Listening & SpeakingⅠ,1,A,3,,
21017,2021,前期,基礎ゼミナール,2,S,4,,
21017,2021,前期,情報リテラシー,2,B,2,,
21017,2021,前期,プログラミング入門,2,A,3,,
21017,2021,前期,基礎数学,2,C,1,,
21017,2021,前期,線形代数Ⅰ,2,S,4,,
21017,2021,前期,中国語Ⅰ,1,S,4,,
21017,2021,前期,離散数学Ⅰ,2,C,1,,
21017,2021,前期,数理的教養Ⅰ,2,S,4,,
21017,2021,前期,実用国語Ⅰ（文章力）,2,S,4,,
21017,2021,後期,スポーツ科学演習,2,S,4,,
21017,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21017,2021,後期,Reading & WritingⅡ,1,A,3,,
21017,2021,後期,Listening & SpeakingⅡ,1,A,3,,
21017,2021,後期,情報科学基礎演習,2,S,4,,
21017,2021,後期,計算機構成論Ⅰ,2,A,3,,
21017,2021,後期,線形代数Ⅱ,2,B,2,,
21017,2021,後期,日本国憲法,2,B,2,,
21017,2021,後期,微分積分Ⅰ,2,C,1,,
21017,2021,後期,基礎物理,2,D,0,,
21017,2021,後期,中国語会話Ⅰ,1,E,0,,
21017,2021,後期,モバイルプログラミング演習,2,A,3,,
21018,2022,前期,Reading & WritingⅢ,1,A,3,,
21018,2022,前期,Listening & SpeakingⅢ,1,A,3,,
21018,2022,前期,教育課程論,0,S,4,,
21018,2022,前期,教育原理,0,S,4,,
21018,2022,前期,計算機構成論Ⅱ,2,S,4,,
21018,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21018,2022,前期,情報理論・確率論,2,A,3,,
21018,2022,前期,生徒指導論（進路指導を含む）,0,S,4,,
21018,2022,前期,離散数学Ⅲ,2,S,4,,
21018,2022,前期,日本語表現法,2,A,3,,
21018,2022,前期,微分積分Ⅱ,2,B,2,,
21018,2022,前期,組込みソフトウェア演習,2,S,4,,
21018,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21018,2022,前期,確率統計,2,A,3,,
21018,2022,前期,ＡＩプログラミング演習,2,S,4,,
21018,2022,後期,コンピュータグラフィックス基礎,2,C,1,,
21018,2022,後期,コンピュータネットワーク,2,A,3,,
21018,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21018,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21018,2022,後期,Reading & WritingⅣ,1,A,3,,
21018,2022,後期,Listening & SpeakingⅣ,1,A,3,,
21018,2022,後期,初等幾何学,2,A,3,,
21018,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21018,2022,後期,哲学の世界,2,B,2,,
21018,2022,後期,統計学,2,S,4,,
21018,2022,後期,道徳教育論,0,S,4,,
21018,2022,後期,特別活動及び総合的な学習の時間の指導法,0,S,4,,
21018,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21018,2022,通年,数学科教育法,0,S,4,,
21018,2021,前期,キャリア形成基礎論,2,B,2,,
21018,2021,前期,スポーツ科学演習,2,S,4,,
21018,2021,前期,Reading & WritingⅠ,1,B,2,,
21018,2021,前期,Listening & SpeakingⅠ,1,B,2,,
21018,2021,前期,基礎ゼミナール,2,S,4,,
21018,2021,前期,情報リテラシー,2,S,4,,
21018,2021,前期,プログラミング入門,2,S,4,,
21018,2021,前期,基礎数学,2,A,3,,
21018,2021,前期,線形代数Ⅰ,2,A,3,,
21018,2021,前期,中国語Ⅰ,1,B,2,,
21018,2021,前期,日本国憲法,2,C,1,,
21018,2021,前期,離散数学Ⅰ,2,B,2,,
21018,2021,前期,数理的教養Ⅰ,2,S,4,,
21018,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21018,2021,後期,Reading & WritingⅡ,1,A,3,,
21018,2021,後期,Listening & SpeakingⅡ,1,A,3,,
21018,2021,後期,情報科学基礎演習,2,S,4,,
21018,2021,後期,教育心理学,0,S,4,,
21018,2021,後期,計算機構成論Ⅰ,2,S,4,,
21018,2021,後期,線形代数Ⅱ,2,S,4,,
21018,2021,後期,微分積分Ⅰ,2,B,2,,
21018,2021,後期,離散数学Ⅱ,2,S,4,,
21018,2021,後期,数理的教養Ⅱ,2,S,4,,
21018,2021,後期,実用国語Ⅱ（国語力）,2,S,4,,
21018,2021,後期,中国語会話Ⅰ,1,S,4,,
21018,2021,後期,教職論,0,S,4,,
21018,2021,後期,モバイルプログラミング演習,2,S,4,,
21019,2022,前期,ゲームプログラミング演習,2,A,3,,
21019,2022,前期,Reading & WritingⅢ,1,C,1,,
21019,2022,前期,Listening & SpeakingⅢ,1,B,2,,
21019,2022,前期,計算機構成論Ⅱ,2,B,2,,
21019,2022,前期,現代自然科学,2,A,3,,
21019,2022,前期,情報処理技術Ⅰ,2,D,0,,
21019,2022,前期,ハードウェア設計Ⅰ,2,C,1,,
21019,2022,前期,離散数学Ⅲ,2,S,4,,
21019,2022,前期,日本語表現法,2,B,2,,
21019,2022,前期,プログラミング基礎Ⅱ,2,B,2,,
21019,2022,前期,確率統計,2,B,2,,
21019,2022,前期,ＡＩプログラミング演習,2,A,3,,
21019,2022,後期,離散数学Ⅳ,2,S,4,,
21019,2022,後期,データ構造とアルゴリズムⅠ,2,B,2,,
21019,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21019,2022,後期,Reading & WritingⅣ,1,B,2,,
21019,2022,後期,Listening & SpeakingⅣ,1,A,3,,
21019,2022,後期,初等幾何学,2,A,3,,
21019,2022,後期,ハードウェア設計Ⅱ,2,D,0,,
21019,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
